40.18,79.81,200.94,245.28,248.69,68.73,121.59,241.95,163.98,99.5,161.27,13.09,157.53,134.58,178.15,241.37,150.61,110.96,83.98,194.4,15.75,211.64,116.09,84.98,16.54
204.42,94.74,237.61,83.48,82.53,121.15,208.39,227.98,200.94,199.22,126.79,47.25,97.59,146.86,238.57,60.13,216.85,118.05,81.72,34.77,29.9,156.44,230.79,169.51,89.08
24.78,71.33,117.2,168.84,135.1,55.41,72.79,194.58,60.25,93.71,241.48,23.6,199.7,111.36,243.79,162.01,232.28,176.49,213.4,145.02,191.7,21.61,63.83,248.06,172.83
72.59,242.33,130.76,209.77,134.76,228.41,56,122.67,85.06,31.33,214.47,124.36,40.51,73.57,108.77,29.7,157.75,148.03,38.29,140.85,236.74,69.27,69.46,218.61,6.61
124.78,30.29,183.1,168.59,68.91,224.34,10.82,225.38,95.13,95.64,194.05,152.25,219.93,61.73,208.14,31.53,183.38,35.38,132.13,244.45,12.65,55.93,197.94,185.16,193.74
81.79,71.31,107.11,234.71,226.94,110.12,22.73,155.22,20.76,29.72,77.61,219.59,165.06,81.82,63.45,58.58,143.68,192.85,72.13,222.13,138.27,167.6,160.06,81.32,91.11
104.34,164.52,199.45,82.7,215.04,194.08,133.98,141.94,210.33,233.5,246.61,51.19,32.75,66.25,159.39,94.55,41.47,203.13,62.22,120.42,95.96,230.49,79.1,16.85,245.14
108.88,106.37,32.72,156.84,179.51,153.33,187.27,81.12,220.03,172.82,173.92,159.43,29.31,76.67,157.25,122.37,23.45,104.18,59.33,9.46,216.32,96.92,114.65,19.54,222.44
127.97,195.82,208.03,27.59,136.56,140.74,228.25,57.48,34.52,5.56,117.52,43.41,182.3,207.25,98.7,102,131.95,48.25,136.39,242.65,191.87,51.01,183.01,242.65,79.63
136.55,125.41,100.84,117.16,191.8,108.91,7.15,132.4,12.92,19.49,27.61,153.76,47,131.26,110.8,239.7,45.86,119.9,14.64,106.57,166.05,37.98,118.23,84.46,99.11
72.08,72.79,158.75,27.77,161.57,23.11,134.04,13.93,61.58,183.46,228.7,23.09,169.58,195.18,9.18,220.92,35.25,237.83,176.27,189.19,185.94,73.08,158.09,244.15,7.65
64.78,68.68,249.69,20.48,189.6,45.98,164.18,30.73,212.92,235.9,179.32,206.03,224.5,243.45,80.18,137.21,223.18,116.49,37.6,95.85,64.96,93.96,247.92,128.35,120.94
185.25,73.47,78.5,36.53,102.13,20.74,39.17,76.64,223.55,229.23,161.46,149.68,72.53,192.73,50.99,15.98,63.71,139.66,163.71,206.09,151.13,38.14,15.08,167.64,89.12
81.64,135.4,134.36,31.19,130.64,158.27,170.82,61.51,102.94,61.5,29.91,106.51,206.54,45.72,192.85,157.12,150.59,127.15,177.85,128.49,234.23,110.23,168.87,63.43,151
53.76,65.22,145.72,139.7,112.84,233.64,156.34,239.51,229.39,24.14,195.38,42.98,245.23,182.97,219.01,199.43,228.47,208.57,119.83,180.77,126.16,120.19,33.02,177.08,46.33
154.26,19.07,179.52,249.64,144.2,36.95,194.63,74.35,18.58,233.87,94.22,201.97,176.99,150.08,249.75,79.07,201.34,190.73,184.67,224.91,123.37,92.34,178.81,243.51,236.36
93.62,86.53,242.22,120.05,200.27,144.85,179.12,115.47,236.4,116.32,53.68,35.2,85.16,10.17,65.66,95.19,179.07,14.85,130.63,217.72,160.3,101.04,194.41,11.71,145.34
105.58,165.52,127.06,160.68,116.46,181.35,178.93,89.49,217.67,37.89,62.49,24.98,173.13,32.46,194.03,91.84,177.17,102.12,29.39,99.33,171.95,168.83,13.73,96.72,88.42
50.06,229.88,141.17,191.54,234.89,27.29,85.01,191.56,14.47,27.58,245.19,218.03,129.77,224.64,206.87,144.03,155.55,139.4,226.38,206.72,49.24,185.49,233.8,149.94,38.71
211.2,231.33,218.47,211.52,201.97,93.9,126.69,38.04,190.11,238.08,126.61,232.3,81.72,31.19,215.9,74.89,112.18,243.52,6.78,6.05,71.27,243.01,166.98,222.03,62.39
44.57,59.85,156.35,72.12,207.66,87.01,29.82,172.09,232.31,142.37,138.82,124.06,236.44,156.48,226.87,88.22,242.38,22.37,186.19,22.69,78.47,140.28,217.23,241.96,153.57
142.42,237.12,34.9,173.48,126.5,42.07,15.12,130.49,166.86,222.93,222.43,247.5,28.47,216.83,169.06,138.01,116.37,62.52,59.77,49.8,213.68,210.63,20.15,178.97,100.41
236.84,21.84,203.2,191.21,199.77,106.93,18.85,164.76,123.11,231.9,208.23,15.46,44.53,157.89,37.38,122.43,191.45,191.3,67.42,49.77,93.74,154.7,126.84,15.64,116
