1473.94,1691.41,1538.64,1311.11,544.09,1232.91,1895.84,1181.3,1404.07,1615.33,1653.17,926.18,1606.79,823.89,1379.66,1941.69,1324.49,591.32,571.05,1468.08,636.02,1883.77,1893.7,1436.23,897.02
1210.13,1300.18,1650.04,959.79,1754.68,1588.81,846.77,1024.82,1344.09,1947.99,1576.01,1127.77,1637.36,1417.7,1866.72,1836.35,1552.65,1297.49,1666.02,1221.1,1379.69,1615.08,730.62,1215.3,1138.2
1355.28,655.57,1114.37,1296.17,1136.48,874.45,950.28,1093.72,1385.0,1323.73,1426.88,1440.12,1829.01,660.68,1012.07,983.23,1799.25,1718.22,1072.89,1926.35,1969.84,909.34,1848.74,1504.23,1297.39
1244.57,1419.5,1827.28,1226.47,1903.2,1371.14,1469.27,1211.49,958.63,1310.93,1146.26,1461.7,521.97,1419.67,1729.96,1391.87,1777.43,1133.1,919.95,1742.92,1457.11,1210.59,1609.07,1292.75,1149.93
1903.56,767.38,1043.15,1643.16,1217.13,753.65,1167.69,654.63,1820.33,1873.06,1531.93,1835.23,779.67,774.89,1012.04,1687.94,1357.46,1592.11,1271.85,1609.7,1375.17,1044.79,575.76,700.87,1006.04
661.58,955.99,1218.71,600.02,1130.51,1213.45,965.82,1156.85,1165.98,1482.52,727.82,710.92,1505.1,1459.17,642.36,997.62,719.28,714.6,1543.42,909.79,1990.11,1514.71,1927.13,884.4,1696.31
1932.95,1607.03,840.02,1300.07,738.5,533.5,555.93,1210.72,1687.83,574.87,1731.69,1871.6,876.61,830.87,815.62,1964.11,1921.9,1914.84,806.9,1573.04,1446.19,994.67,1573.07,1054.03,1131.47
977.67,1906.41,1782.95,1005.54,1216.17,1780.84,967.07,1207.38,964.61,1454.11,1086.66,1275.27,1150.05,1322.7,589.7,1604.8,784.32,1704.11,777.95,874.67,618.47,1800.21,1847.21,1919.52,1489.42
786.26,1532.39,527.83,1375.96,1127.74,840.89,1249.03,1320.57,1796.61,987.08,1362.17,1923.15,1297.33,653.82,1307.65,921.9,1923.73,1822.73,1639.21,623.21,1557.75,684.82,1176.96,1190.96,980.85
1430.28,1607.63,1943.32,1423.46,1900.57,709.88,1172.13,1638.66,1915.0,1818.94,1572.81,611.95,570.15,1296.58,1135.77,1678.92,1133.97,1442.77,939.55,1202.66,552.16,1499.24,524.13,970.54,1434.47
874.89,643.56,781.41,1932.45,1991.33,729.13,1239.13,1620.31,641.23,779.99,542.29,1491.7,1712.48,1642.44,1204.29,1132.68,1335.77,1917.93,684.15,1868.09,1226.11,1688.08,1162.22,1794.9,1540.94
1205.18,590.8,1207.74,1966.3,1398.29,1706.48,1168.1,517.21,1423.97,1427.45,951.72,1499.39,1480.86,1498.0,1621.72,507.26,728.39,1143.52,1768.72,1281.38,1094.58,1134.73,1802.02,1535.71,1246.84
1446.08,586.07,1785.24,760.83,1809.37,1749.55,1210.38,1697.82,767.7,1170.44,1678.32,1783.95,1979.57,1566.02,1747.23,1384.51,1328.9,960.0,1670.56,1917.89,1134.99,1471.59,1818.24,1838.29,1013.19
910.45,1331.17,613.48,1850.46,1244.54,1000.88,1690.03,1241.25,1593.48,1916.6,886.42,823.15,1027.58,686.68,1189.36,1241.98,834.83,1131.73,1578.83,1380.16,1464.45,755.94,752.48,1090.79,1554.2
1644.91,1557.63,1286.33,1491.54,1868.95,770.81,1981.04,1668.79,1566.58,1385.33,1121.33,1494.45,1740.18,1802.89,1419.19,615.08,1278.78,1373.24,1612.19,631.78,1578.98,791.21,710.01,638.54,1219.97
1998.56,1126.19,1609.08,1589.75,1950.95,1918.01,719.08,1723.33,897.37,753.64,1162.53,873.73,1647.0,622.26,1754.12,1460.42,1573.26,1897.34,1306.92,1108.25,966.53,1044.84,781.68,1829.35,1587.18
1878.37,951.92,1670.81,726.34,936.82,1725.87,1604.16,1876.54,746.89,760.49,1831.99,1854.1,1257.8,1648.06,958.06,643.6,1563.92,1304.25,1967.11,1437.23,1807.1,809.84,1046.92,1925.94,1123.96
891.86,1460.68,1124.56,1219.01,816.59,1680.13,564.43,869.13,1386.13,590.22,1954.45,548.53,764.87,604.52,1239.6,1945.5,540.71,575.79,1137.19,1588.78,1720.09,1479.16,1070.52,1393.66,1867.57
1389.32,1049.09,542.3,1805.2,1290.77,1056.1,562.38,802.71,1148.2,1534.05,1540.0,1117.64,539.56,583.95,1319.73,1353.82,1260.65,1493.38,1761.94,1212.04,658.8,1048.42,1935.72,1920.27,729.4
1736.8,1029.8,724.32,1624.69,1069.48,1407.06,748.76,773.1,1272.94,1253.38,1891.84,806.97,1599.01,1986.21,1349.16,912.79,1806.0,1020.29,1046.19,1968.31,1055.03,1639.37,1522.31,1620.72,1482.89
1310.57,1284.69,601.4,1854.19,626.19,500.63,531.07,1599.36,1688.57,1723.98,1768.86,1567.13,976.3,1022.33,1177.23,1994.37,1609.29,1727.71,632.29,1470.2,1123.43,1654.32,1108.2,1007.88,1778.66
1423.98,1151.39,927.85,502.53,557.05,629.42,703.39,1332.06,1648.84,1881.87,1376.33,859.1,1232.69,1842.34,585.47,707.35,913.56,1936.01,771.67,820.76,506.64,1995.76,1782.25,1140.91,1358.84
513.92,780.44,1799.73,514.52,577.84,1604.83,677.48,704.66,1073.3,1183.11,1576.45,1599.76,1993.25,1613.67,1775.66,1425.49,1438.37,1220.72,1841.05,1817.12,787.13,1064.29,1856.14,1412.9,1227.24
1518.33,1300.93,1756.97,1730.15,1632.97,698.86,1217.03,1727.96,1859.7,980.38,1074.56,1529.52,1880.48,1283.67,1234.22,1620.76,601.44,1075.44,722.49,1785.64,1042.95,931.02,1724.44,973.82,1526.43
