54.31,27.74,59.12,85.39,72.53,21.37,42.64,89.95,86.16,81.73,69.08,51.45,14.68,55.04,49.48,75.27,51.77,55.7,16.28,88.56,53.85,41.71,61.24,99.46,92.53
72.45,82.91,26.61,44.86,72.39,5.71,86.34,91.12,87.19,31.61,16.78,71.81,1.81,57.16,73.55,66.0,53.32,63.73,20.45,78.18,95.33,96.62,49.94,30.3,16.2
39.63,28.43,97.41,79.22,6.13,58.08,28.79,3.66,57.24,80.11,86.3,43.52,56.83,89.07,47.14,53.01,65.94,90.56,4.9,58.79,50.54,48.66,25.15,98.31,57.21
22.72,91.11,14.78,28.34,66.01,58.45,57.77,70.45,88.85,50.91,35.11,94.79,79.8,17.6,45.11,8.17,77.51,51.58,79.17,80.51,91.41,26.56,86.38,21.93,6.04
46.55,28.88,16.03,22.02,32.94,12.29,91.19,4.29,44.43,4.91,88.53,92.61,93.39,85.42,11.17,9.3,93.36,49.36,52.48,32.58,61.87,34.01,71.43,58.84,69.72
84.51,16.53,26.69,49.44,22.83,45.27,1.55,33.12,39.04,73.95,91.34,72.47,62.14,20.26,57.44,98.92,41.66,71.71,81.97,94.4,46.72,40.72,7.86,54.19,32.51
57.51,54.45,27.77,23.6,28.13,84.97,54.81,30.48,75.69,35.08,52.1,53.79,97.36,3.21,57.18,1.44,9.14,53.04,36.87,60.41,97.1,93.96,82.46,65.1,85.46
84.64,89.92,58.1,57.83,10.68,2.19,21.64,6.99,65.93,29.62,31.75,84.45,47.23,36.78,93.42,16.84,48.45,42.24,25.81,31.25,44.96,7.61,33.48,86.79,45.11
88.91,79.4,24.11,44.18,88.67,49.56,78.7,19.44,36.34,67.83,13.28,84.11,80.73,20.35,79.67,69.68,12.01,35.46,72.64,21.81,92.26,57.25,23.74,51.81,22.82
22.83,46.85,78.32,13.66,29.83,51.03,18.97,5.53,13.17,45.96,91.22,28.14,35.59,30.06,87.15,69.63,84.84,33.44,27.07,65.15,92.21,78.99,8.69,6.0,96.77
47.78,11.1,53.86,36.78,38.18,16.82,23.32,59.55,16.35,78.26,93.82,95.03,13.24,93.32,6.24,87.53,52.83,76.38,81.88,45.04,92.08,1.95,72.66,61.66,13.2
89.63,66.03,54.85,7.29,53.7,15.54,21.34,9.9,67.65,48.33,50.11,98.18,22.83,97.61,97.65,6.23,1.99,45.26,85.98,77.14,28.41,32.39,98.41,9.35,61.89
60.47,38.66,81.06,77.57,65.87,70.89,45.5,3.97,43.94,83.66,49.58,1.39,8.07,35.54,78.42,99.31,96.03,36.97,82.61,79.51,2.82,82.47,41.82,46.74,16.95
79.44,27.86,96.67,1.24,58.6,8.09,25.96,8.39,57.57,45.16,15.2,94.42,81.71,51.61,67.56,72.44,5.81,19.4,43.19,74.71,95.16,23.34,26.58,34.43,72.44
44.46,18.71,31.14,45.36,32.82,8.86,30.48,52.17,8.49,33.15,67.72,84.6,3.66,64.12,18.14,7.74,59.35,38.91,84.5,78.55,67.85,20.21,87.2,96.73,88.45
13.46,83.85,61.15,29.12,86.12,32.64,65.24,61.1,37.12,45.71,95.15,54.5,51.91,74.33,14.35,24.84,17.51,18.34,39.28,96.49,75.2,60.41,48.79,77.03,91.71
35.7,69.6,70.23,2.7,76.66,53.2,26.16,78.68,26.83,47.27,81.07,3.36,53.64,14.39,16.48,36.87,34.76,85.97,45.9,5.39,78.01,2.09,8.99,68.11,49.5
